a_text,a_source,label
"quebec couple, both 75, diagnosed with coronavirus aboard cruise",news_article,FACT
vancouver hospitals increase face mask control amid coronavirus fears,news_article,FACT
what you need to know now about the coronavirus: international investigation begins this weekend,news_article,FACT
2 new presumptive cases of coronavirus found in b.c.,news_article,FACT
coronavirus worries keeping some newcomer language students away from holland college,news_article,FACT
"as china deaths hit 722, who warns of global shortage of coronavirus protective equipment",news_article,FACT
who chief says coronavirus outbreak is 'public enemy no. 1',news_article,FACT
u of a looks to acquire coronavirus for research,news_article,FACT
dentists worried about shortage of masks in light of new coronavirus outbreak,news_article,FACT
dentists worried about shortage of masks in light of new coronavirus outbreak,news_article,FACT
canada ready to help china contain coronavirus if it asks: pm,news_article,FACT
passengers leave hong kong cruise ship after coronavirus quarantine lifted,news_article,FACT
fighting coronavirus fears in japan is an olympian task,news_article,FACT
"as fear of coronavirus spreads, business drops more than 30% at toronto chinese restaurant",news_article,FACT
"number of coronavirus cases in china passes 75,000",news_article,FACT
manitoba business owners feeling financial hit from coronavirus,news_article,FACT
2 canadians on quarantined cruise ship test positive for coronavirus,news_article,FACT
save lives and stop spread: international researchers set priorities for controlling coronavirus,news_article,FACT
china's coronavirus death toll surpasses number of global fatalities from sars,news_article,FACT
'they have changed the course of this outbreak:' revelations from handling of coronavirus in china,news_article,FACT
ontario ndp calls on ford to pause public health cuts amid coronavirus,news_article,FACT
"business closure over coronavirus fear is unnecessary, says top n.s. health official",news_article,FACT
what if china fails to contain the coronavirus outbreak?,news_article,FACT
chinese officials say major push on to identify all coronavirus cases in wuhan,news_article,FACT
what researchers have learned about the spread and severity of the coronavirus,news_article,FACT
no canadians airlifted from china showed coronavirus symptoms during flight: hajdu,news_article,FACT
"more artists postpone or cancel china dates over coronavirus, with insurance coverage in doubt",news_article,FACT
b.c. newspaper's coronavirus headline called out for racial discrimination,news_article,FACT
'a floating jailhouse': the search for answers as coronavirus cruise ship quarantine continues,news_article,FACT
plane carrying canadians from china's coronavirus outbreak zone arrives in canada,news_article,FACT
chinese community group aids self-quarantined windsorites amid coronavirus outbreak,news_article,FACT
"10 people tested, 0 cases confirmed: manitoba insists local risk of coronavirus still low",news_article,FACT
covid-19 by the numbers in northeastern ontario,news_article,FACT
ontario regional chief encourages first nation communities to close borders,news_article,FACT
travel agency says business has plunged 40% due to coronavirus outbreak,news_article,FACT
2nd presumptive case of coronavirus identified in b.c.,news_article,FACT
ontario clinicians bracing for 'surge' of covid-19 patients — but exact timing hard to predict,news_article,FACT
2nd presumptive case of coronavirus identified in b.c.,news_article,FACT
"edmonton hair, nail and tattoo shops must close, council decides",news_article,FACT
coronavirus could be the global shock that economists have feared: don pittis,news_article,FACT
"coronavirus cases in ontario are dropping, top doctor says",news_article,FACT
canada's chief public health officer condemns racist acts linked to coronavirus outbreak,news_article,FACT
canada's chief public health officer condemns racist acts linked to coronavirus outbreak,news_article,FACT
"coronavirus cases in ontario are dropping, top doctor says",news_article,FACT
coronavirus outbreak is a reminder of the psychological effect sars had on my family,news_article,FACT
top doctors say 62 ontarians still being tested for coronavirus,news_article,FACT
chinese doctor who sounded the alarm about coronavirus dies from the illness,news_article,FACT
"as coronavirus cases mount, hong kong prepares for quarantine",news_article,FACT
health-care system in wuhan struggling as coronavirus cases mount,news_article,FACT
"performers cancel shows in china, other asian countries, amid coronavirus fears",news_article,FACT
"windsor, ont. woman fears for parents trapped in china amid coronavirus outbreak",news_article,FACT
who's the canadian leading who's coronavirus investigation in china?,news_article,FACT
who confirms 27 cases of new coronavirus spreading human-to-human outside of china,news_article,FACT
"as china deaths hit 722, who warns of global shortage of coronavirus protective equipment",news_article,FACT
coronavirus travel restrictions are the wrong approach - here's why,news_article,FACT
"coronavirus misinformation can spread like a disease, says waterloo prof",news_article,FACT
wellness checks are a challenge during covid-19 isolation,news_article,FACT
how the coronavirus is impacting asia's cruises and passengers,news_article,FACT
who seeking $675m us to respond to growing coronavirus outbreak,news_article,FACT
coronavirus quiz: do you know the answers to these 10 questions?,news_article,FACT
5 more canadians test positive for coronavirus aboard quarantined cruise ship,news_article,FACT
officials confirm negative test result for ottawa coronavirus case,news_article,FACT
p.e.i. chinese community raising money for doctors dealing with coronavirus outbreak,news_article,FACT
a new viral threat revives an old one: racist scapegoating,news_article,FACT
"cirque du soleil cancels all shows in china, citing coronavirus concerns",news_article,FACT
airlift departs wuhan to repatriate canadians from china's coronavirus outbreak zone,news_article,FACT
regina's chinese community helping returning travellers self-isolate as coronavirus precaution,news_article,FACT
what you need to know now about the coronavirus: new method of diagnosing illness,news_article,FACT
"cycle through eerily empty streets of wuhan, city in coronavirus quarantine",news_article,FACT
"first nation coronavirus preparedness questioned, but experts say risk remains low in manitoba",news_article,FACT
coronavirus deaths surpass 400 in china as new hospital for infected opens,news_article,FACT
"'business as usual,' says richmond chamber of commerce as coronavirus lands in b.c.",news_article,FACT
get informed on the top stories of the day in one quick scan,news_article,FACT
"'business as usual,' says richmond chamber of commerce as coronavirus lands in b.c.",news_article,FACT
coronavirus deaths surpass 400 in china as new hospital for infected opens,news_article,FACT
"students, parents on montreal's south shore warned against racism over coronavirus",news_article,FACT
"2 manitobans test negative for coronavirus, health minister says",news_article,FACT
'racist intentions' laid bare as coronavirus fears fester at western university,news_article,FACT
alberta activates level 2 protocols as precaution over coronavirus emergency,news_article,FACT
passenger with nose 'running like niagara falls' questions canada's airport coronavirus screening,news_article,FACT
"b.c. health officials say coronavirus risk remains low, despite new case in ontario",news_article,FACT
go inside the high-security lab where scientists search for a coronavirus vaccine,news_article,FACT
"japan confirms 39 new coronavirus cases, 174 total on cruise ship",news_article,FACT
"london, ont. woman is 3rd confirmed coronavirus case in ontario",news_article,FACT
"ontario confirms 3rd coronavirus patient, toronto hospital discharges the 1st one",news_article,FACT
"no confirmed case of coronavirus in sask., says chief medical officer",news_article,FACT
health officials 'confident' first case of coronavirus has been found in b.c.,news_article,FACT
upei suspends travel to china due to coronavirus outbreak,news_article,FACT
canada goose slashes forecast as coronavirus eats into chinese growth,news_article,FACT
"1st person with coronavirus disease in b.c. has fully recovered, provincial health officer says",news_article,FACT
"funerals, liquor stores, and mines: n.w.t. doctors answer your questions on covid-19",news_article,FACT
"no new cases of coronavirus in ontario, public health officials say",news_article,FACT
covid-19 in sask: province trims list of stores that can physically stay open,news_article,FACT
dubious screenshot claims chinese website published 'real' coronavirus death toll,news_article,FACT
how some p.e.i. schools are staying connected with students during pandemic,news_article,FACT
facts vs. fear: experts offer advice on keeping calm during coronavirus outbreak,news_article,FACT
"no confirmed cases of coronavirus in the territories, but here's how they're preparing",news_article,FACT
'we're definitely not prepared': africa braces for coronavirus,news_article,FACT
"no confirmed cases of coronavirus in the territories, but here's how they're preparing",news_article,FACT
'we're definitely not prepared': africa braces for coronavirus,news_article,FACT
'we just keep to ourselves': couple waiting out coronavirus quarantine a day at a time,news_article,FACT
"coronavirus outbreak on province's radar, says n.l. health minister",news_article,FACT
"albertans, chinese tourists cancel trips to limit coronavirus spread",news_article,FACT
"'a whole country locked inside': china struggles with coronavirus, and a new normal",news_article,FACT
"coronavirus deaths in china rise to 132 with confirmed cases nearing 6,000",news_article,FACT
who says china taking 'extraordinary measures' in response to coronavirus outbreak,news_article,FACT
2nd case of coronavirus in ontario confirmed by national lab,news_article,FACT
"china says death toll from coronavirus now 80, warns its ability to spread 'increasing'",news_article,FACT
hundreds of chinese tourists cancel yellowknife trips amid coronavirus outbreak,news_article,FACT
quebec couple quarantined on cruise ship say ottawa's reaction to coronavirus 'too little too late',news_article,FACT
no running water on air canada flight from china during worsening coronavirus outbreak,news_article,FACT
"more than 100 people have been tested for coronavirus in b.c., province says",news_article,FACT
"chinese canadians, health officials taking stand against 'unfair stigmatization' during coronavirus outbreak",news_article,FACT
global affairs warns against all travel to coronavirus-affected region in china,news_article,FACT
toronto opens hotline for passengers on flight with canada's first coronavirus patient,news_article,FACT
what b.c. kids want to know about covid-19 — with answers,news_article,FACT
canada won't follow u.s. and declare national emergency over coronavirus: health minister,news_article,FACT
'mom will have to wait': families trapped in coronavirus epicentre face separation,news_article,FACT
"planes of foreigners leave china as coronavirus death toll rises, infection spreads",news_article,FACT
canada negotiates details of airlift as who declares global health emergency over coronavirus,news_article,FACT
"racism 'still very much alive' in canada as stereotypes around coronavirus spread, some warn",news_article,FACT
'mom will have to wait': families trapped in coronavirus epicentre face separation,news_article,FACT
canada won't follow u.s. and declare national emergency over coronavirus: health minister,news_article,FACT
"planes of foreigners leave china as coronavirus death toll rises, infection spreads",news_article,FACT
"racism 'still very much alive' in canada as stereotypes around coronavirus spread, some warn",news_article,FACT
what you need to know now about coronavirus: 2nd evacuation plane lands at cfb trenton,news_article,FACT
canada negotiates details of airlift as who declares global health emergency over coronavirus,news_article,FACT
saskatchewan lab joins global effort to develop coronavirus vaccine,news_article,FACT
what you need to know now about coronavirus: 2nd evacuation plane lands at cfb trenton,news_article,FACT
canada negotiates details of airlift as who declares global health emergency over coronavirus,news_article,FACT
n.s. lobster shipments to china drop 'dramatically' due to coronavirus,news_article,FACT
risk of coronavirus for manitobans still low after global health emergency declared,news_article,FACT
"hhs taking precautions for coronavirus, warns screening may increase delays",news_article,FACT
hamilton family sits tight in port as royal caribbean tests cruise passengers for coronavirus,news_article,FACT
alberta health officials testing people for coronavirus out of 'excess of caution',news_article,FACT
wellness checks are a challenge during covid-19 isolation,news_article,FACT
coronavirus fears leave plans for winnipeg lunar new year celebration uncertain,news_article,FACT
pm warns against discrimination at lunar new year event as fears of coronavirus spread,news_article,FACT
"coronavirus a low risk on p.e.i., chief public health officer says",news_article,FACT
"coronavirus outbreak in china hurting northern b.c. festival attendance, says organizer",news_article,FACT
shanghai stock exchange has worst day since 2015 as markets reopen amid coronavirus outbreak,news_article,FACT
sask. hospitals put protocol in place to spot potential coronavirus cases,news_article,FACT
"coronavirus a low risk on p.e.i., chief public health officer says",news_article,FACT
sask. hospitals put protocol in place to spot potential coronavirus cases,news_article,FACT
u.s. jobless claims soared to record 3.2m last week as covid-19 crisis took hold,news_article,FACT
"coronavirus outbreak in china hurting northern b.c. festival attendance, says organizer",news_article,FACT
shanghai stock exchange has worst day since 2015 as markets reopen amid coronavirus outbreak,news_article,FACT
manitoba boosts flood protection program by nearly $5m,news_article,FACT
manitoba boosts flood protection program by nearly $5m,news_article,FACT
windsor regional hospital to use airborne infection isolation rooms if patient present coronavirus symptoms,news_article,FACT
"b.c. health officials prepare coronavirus diagnostic test, screen at airports",news_article,FACT
tense times for newfoundlander in china as fears of coronavirus rise,news_article,FACT
"toronto is prepared to handle a coronavirus outbreak, health officials say",news_article,FACT
"beijing says coronavirus death toll now 361, philippines reports 1st fatality outside china",news_article,FACT
province sets up special website dedicated to china's coronavirus outbreak,news_article,FACT
toronto public health says it's ready for infectious diseases like coronavirus,news_article,FACT
how coronavirus fears could impact your investment portfolio,news_article,FACT
air canada suspends all flights to beijing and shanghai amid coronavirus outbreak,news_article,FACT
canada's 1st 'presumptive' case of coronavirus found in toronto,news_article,FACT
"'chances are fair' that coronavirus comes to london, says medical officer of health",news_article,FACT
"sars survivor, retired paramedic warns front-line workers need protection against coronavirus",news_article,FACT
"no new cases of coronavirus in past week, b.c.'s provincial health officer says",news_article,FACT
officials confirm first case of coronavirus in b.c.,news_article,FACT
regina resident stranded in coronavirus-affected china with no passport feels 'abandoned' by authorities,news_article,FACT
why canada's 1st suspected coronavirus case is 'a world of difference' from sars,news_article,FACT
u.s. issues 'do not travel' warning as coronavirus death toll in china rises,news_article,FACT
"coronavirus death toll climbs to 41, more cases reported in china",news_article,FACT
why worries about the coronavirus are pushing mortgage rates down,news_article,FACT
officials confirm first case of coronavirus in b.c.,news_article,FACT
why canada's 1st suspected coronavirus case is 'a world of difference' from sars,news_article,FACT
"coronavirus death toll climbs to 41, more cases reported in china",news_article,FACT
why worries about the coronavirus are pushing mortgage rates down,news_article,FACT
"health officials expect more coronavirus cases, but say risk of outbreak in canada remains low",news_article,FACT
what you need to know now about coronavirus: who gives illness a new name as death toll rises,news_article,FACT
"in china, people wonder how open government is being over coronavirus",news_article,FACT
'we both cried:' callander couple heading home after two weeks trapped on cruise ship with coronavirus,news_article,FACT
ontario school board concerned parents' petition prompted by coronavirus fears could stoke racism,news_article,FACT
"demand for home births in n.s. spikes, but experts say don't fear hospitals",news_article,FACT
"china reports 15 new coronavirus fatalities, total death toll now 56",news_article,FACT
u.s. reports 1st case of person-to-person spread of coronavirus,news_article,FACT
chinese new year event in ottawa cancelled as coronavirus concern spreads,news_article,FACT
chinese new year event in ottawa cancelled as coronavirus concern spreads,news_article,FACT
coronavirus death toll continues to rise in china as countries fly out citizens,news_article,FACT
"risk of new coronavirus spreading to the north low, say territories' top doctors",news_article,FACT
what we know (and don't know) about the coronavirus outbreak,news_article,FACT
chinese new year celebrations to kick off in montreal despite coronavirus worries,news_article,FACT
"demand for home births in n.s. spikes, but experts say don't fear hospitals",news_article,FACT
"china's coronavirus quarantine like using an 'atomic bomb' to deal with outbreak, expert says",news_article,FACT
high demand means windsor can't provide chinese twin city with medical supplies amid coronavirus outbreak,news_article,FACT
canada to quarantine citizens evacuated from wuhan for 2 weeks over coronavirus concerns,news_article,FACT
u.s. officials confirm first u.s. case of china coronavirus,news_article,FACT
alberta doctors advised to watch for new coronavirus as 1st north american case diagnosed,news_article,FACT
who postpones decision on whether to declare emergency over coronavirus,news_article,FACT
coronavirus: countries that are evacuating nationals from china's virus areas,news_article,FACT
health units report 4 new covid-19 cases in northeastern ontario,news_article,FACT
canada to quarantine citizens evacuated from wuhan for 2 weeks over coronavirus concerns,news_article,FACT
china reports 25 more coronavirus deaths as germany reports its 1st case,news_article,FACT
who postpones decision on whether to declare emergency over coronavirus,news_article,FACT
coronavirus in canada: what are the next steps to contain the disease here?,news_article,FACT
coronavirus: countries that are evacuating nationals from china's virus areas,news_article,FACT
medical workers in zimbabwe strike over lack of protective gear,news_article,FACT
canadians celebrate lunar new year despite concerns over coronavirus,news_article,FACT
ontario municipalities worry about going in the red as covid-19 drains coffers,news_article,FACT
"wait list for covid-19 test results balloons to 11,000 in ontario",news_article,FACT
"skittish over coronavirus, stock markets end fearful week with more losses",news_article,FACT
key things to watch for in the coronavirus outbreak,news_article,FACT
manitoba boosts flood protection program by nearly $5m,news_article,FACT
"no immediate plan to change canada's travel, isolation rules as global number of coronavirus cases climbs",news_article,FACT
how the coronavirus has helped push down the wholesale price of coffee 30% in a month,news_article,FACT
"trudeau airport, quebec hospitals take precautionary measures over coronavirus",news_article,FACT
"china closes cinemas, delays film premieres over coronavirus spread",news_article,FACT
"coronavirus deaths in china pass 1,000, who warns epidemic must not spread out of control",news_article,FACT
"france confirms 3 cases as coronavirus outbreak spreads to europe, u.s. and elsewhere",news_article,FACT
"no need to get symptom-free workers tested for coronavirus, says top n.s. health official",news_article,FACT
chinese students cancel new year event in st. john's over coronavirus fears,news_article,FACT
follow the spread of the new coronavirus with this interactive map,news_article,FACT
"no known cases of coronavirus in quebec, but province says it's prepared",news_article,FACT
how the coronavirus has helped push down the wholesale price of coffee 30% in a month,news_article,FACT
"no need to get symptom-free workers tested for coronavirus, says top n.s. health official",news_article,FACT
japan confirms 1st case of mysterious pneumonia linked to china,news_article,FACT
"coronavirus deaths in china pass 1,000, who warns epidemic must not spread out of control",news_article,FACT
"risk of new coronavirus to canadians low, health minister says",news_article,FACT
china expands lockdowns to include 6 cities in bid to stop coronavirus,news_article,FACT
"one family's 'mad dash' to wuhan airport, life in quarantine and 'relief' at escaping coronavirus epicentre",news_article,FACT
p.e.i. firefighters taking medical calls but adding precautions due to covid-19,news_article,FACT
"health minister asks manitoba businesses to provide products, supplies for hospitals during pandemic",news_article,FACT
"coronavirus 'not something to joke about,' says ontario passenger charged after flight forced to turn back",news_article,FACT
nunatsiaq news suspending print edition because of covid-19,news_article,FACT
u.s. to screen passengers for new china coronavirus at 3 airports,news_article,FACT
patient in japan infected with new coronavirus from china,news_article,FACT
patient in japan infected with new coronavirus from china,news_article,FACT
"coronavirus facts, vaccination rates falling short: cbc's marketplace consumer cheat sheet",news_article,FACT
"china reports sharp rise in new cases of pneumonia, 3rd death as coronavirus spreads",news_article,FACT
coronavirus shuts down custom hockey stick factory that serves nhl players,news_article,FACT
china confirms human-to-human transmission of new coronavirus,news_article,FACT
winnipeg's chinese community vigilant amid coronavirus outbreak: 'don't want to give it any chance',news_article,FACT
how canadian hospitals and airports are preparing for new coronavirus,news_article,FACT
77% of national music centre staff temporarily laid off due to covid-19 cancellations,news_article,FACT
"alberta reports 61 new covid-19 cases, bringing total to 419",news_article,FACT
"woman with new coronavirus quarantined in thailand, 1st case outside china",news_article,FACT
stock markets down on growing concern about coronavirus in china,news_article,FACT
"alberta reports 61 new covid-19 cases, bringing total to 419",news_article,FACT
don't panic when you see paramedics with masks. it's not necessarily a coronavirus case,news_article,FACT
sask. researchers aiming to develop a vaccine for coronavirus outbreak in china,news_article,FACT
"when it comes to ventilators per capita, ontario's near the bottom",news_article,FACT
pandemic bonds were supposed to fund the cost of fighting the coronavirus — so why aren't they paying off?,news_article,FACT
p.e.i. grocery store screening for covid-19 because of nearby magdalen islands ferry,news_article,FACT
"why it's taking so long to get canadians out of wuhan, and other coronavirus airlift questions",news_article,FACT
"when it comes to ventilators per capita, ontario's near the bottom",news_article,FACT
edmonton liquor and cannabis stores see surge in business during covid-19 pandemic,news_article,FACT
screening measures initiated at vancouver airport for china coronavirus outbreak,news_article,FACT
"china's mystery 'coronavirus' isn't currently spreading, who says",news_article,FACT
"'we're opening everything': scientists share coronavirus data in unprecedented way to contain, treat disease",news_article,FACT
'fear is a bad epidemic': quebec health official urges calm as no coronavirus cases detected,news_article,FACT
china reports 1st death from 'new type of coronavirus',news_article,FACT
'i'm more concerned about fear than about the virus' says medical officer of health,news_article,FACT
"masks flying off p.e.i. shelves, despite assurances there is low risk of new coronavirus",news_article,FACT
"health officials ask public to stay alert, but call risk to b.c. of coronavirus spread low",news_article,FACT
"nova scotians don't need to be 'overly concerned' with coronavirus, says top health official",news_article,FACT
"march 25 faq: your questions on covid-19 in nova scotia, answered",news_article,FACT
"londoners might be social distancing, but here's how they're staying close",news_article,FACT
"gobus employee contracts covid-19, local taxis continuing service",news_article,FACT
coronavirus: what's happening in canada and around the world march 25,news_article,FACT
how a lab in sask. that focuses on animals became canada's $23m hope for a covid-19 vaccine,news_article,FACT
"sudbury doctor says coronavirus is on her radar, but cautions against panic",news_article,FACT
coronavirus concerns prompt winnipegger originally from wuhan to cancel trip home for lunar new year,news_article,FACT
sunday scrum: repatriating canadians from china amid coronavirus outbreak,news_article,FACT
g7 ministers spike joint statement on covid-19 after u.s. demands it be called 'wuhan virus',news_article,FACT
all calls to 911 screened to protect sudbury first responders from exposure to covid-19,news_article,FACT
"ottawa-gatineau closing community sports venues, but won't close parks",news_article,FACT
couple shaves their eyebrows as motivation to stay home during covid-19 pandemic,news_article,FACT
alcohol must keep flowing during pandemic to prevent serious withdrawal: addiction experts,news_article,FACT
young londoner in hospital as lhsc starts covid-19 patient count,news_article,FACT
young londoner in hospital as lhsc starts covid-19 patient count,news_article,FACT
"'extreme stress and turmoil': $500-a-month rental subsidy welcomed, but uncertainty remains",news_article,FACT
politicians who consider sacrificing the old for the sake of the economy face a backlash: don pittis,news_article,FACT
"what you need to know about covid-19 in b.c. on march 26, 2020",news_article,FACT
'incredibly nervous': sask. festivals consider future amid covid-19 concerns,news_article,FACT
'this isn't something you want to get': saskatoon man details what it's like to get sick from covid-19,news_article,FACT
death at calgary care home raises alarms for officials and loved ones,news_article,FACT
manitoba businesses granted tax filing extensions to cope with covid-19 impact: province,news_article,FACT
dalhousie research team prepares for clinical trial of covid-19 vaccine,news_article,FACT
q&a with alberta health services' dr. mark joffe,news_article,FACT
medical journal report that a woman without symptoms spread the coronavirus in germany was wrong,news_article,FACT
'the fear is the same' — lessons learned from past pandemics applied to coronavirus,news_article,FACT
doctors in canada argue delaying resident exams will cause 'serious harms' amid covid-19,news_article,FACT
"b.c.'s top doctor clears up common misconceptions about virulence, transmission and spread of the coronavirus",news_article,FACT
"28 residents, 27 staff at vancouver's haro park care centre confirmed to have covid-19",news_article,FACT
"masks are flying off shelves in b.c., but using them has 'no proven benefit' against coronavirus",news_article,FACT
covid-19 cases could peak within 2-3 weeks in ontario: health unit,news_article,FACT
"benny gantz, netanyahu's rival, chosen as israeli speaker in surprise development",news_article,FACT
8 more cases of covid-19 confirmed at calgary nursing home where resident died,news_article,FACT
"forced into homelessness, nunavut men live in tents after covid-19 pushes court dates",news_article,FACT
covid-19 cases could peak within 2-3 weeks in ontario: health unit,news_article,FACT
why you shouldn't mix your cleaning products to fight covid-19,news_article,FACT
province not intervening in regina refinery labour dispute,news_article,FACT
"what you need to know about covid-19 in alberta on thursday, march 26",news_article,FACT
"stop flushing wipes and mixing cleaners, calgary officials urge in latest covid-19 update",news_article,FACT
airdrie food bank struggles to meet rising demand due to pandemic,news_article,FACT
first covid-19 death in montreal brings quebec total fatalities to 7,news_article,FACT
"'possible' there was limited human-to-human transmission of new coronavirus in china, who says",news_article,FACT
first covid-19 death in montreal brings quebec total fatalities to 7,news_article,FACT
animal shelters entering busy season amid covid-19 restrictions,news_article,FACT
"help for canadian oilpatch coming in 'hours, possibly days,' finance minister promises",news_article,FACT
alberta government extends wage freeze for non-union employees until april 2021,news_article,FACT
city revenues plummet during covid-19 crisis,news_article,FACT
"whitehorse jail suspends visits, cuts some programming to reduce risk of covid-19",news_article,FACT
home care workers worry about shortage of protective equipment during pandemic: union,news_article,FACT
"forced into homelessness, nunavut men live in tents after covid-19 pushes court dates",news_article,FACT
"when canadians needed their mps to act like adults, they delivered",news_article,FACT
"sask. councillor, industry want homeless people put up in hotels during covid-19 outbreak",news_article,FACT
"no, the city of calgary is not using helicopters to spray the streets with disinfectant",news_article,FACT
no new confirmed covid-19 cases in ottawa wednesday,news_article,FACT
covid-19 pandemic leads to delay of woodfibre lng project,news_article,FACT
saskatoon police expect to break up more gatherings as covid-19 pandemic drags on,news_article,FACT
"fewer drivers on edmonton streets but they're speeding more than before, city says",news_article,FACT
ottawa mayor declares state of emergency,news_article,FACT
what you need to know about getting home to nunavut during this pandemic,news_article,FACT
ottawa mayor declares state of emergency,news_article,FACT
how covid-19 could affect canada's food supply,news_article,FACT
social-distance wedding celebration becomes social sensation online,news_article,FACT
"'a huge health risk': first nations pressured to hold elections amid covid-19 pandemic, say experts",news_article,FACT
1 in 3 canadians worry they'll miss rent or mortgage payment due to covid-19 — survey,news_article,FACT
"'i can't meet you because i am self-isolating': scammers cash in on pandemic, detective says",news_article,FACT
"canada ready to answer un's pandemic emergency funding request, says trudeau",news_article,FACT
is there a generational divide in attitudes to pandemic measures? it's complicated,news_article,FACT
mcmaster and hwdsb donate thousands of supplies to protect health care workers,news_article,FACT
"'if you don't know what you're talking about, stay quiet' says hotel dieu ceo about coronavirus misinformation",news_article,FACT
why some of latest covid-19 cases in manitoba aren't considered community transmissions,news_article,FACT
hamilton cancer survivor among 11k ontarians anxiously awaiting covid-19 test results,news_article,FACT
anxiety high for p.e.i.'s letter carriers,news_article,FACT
how london hospitals are planning for a potential flood of covid-19 patients,news_article,FACT
new temporary shelter to open in kitchener during covid-19 pandemic,news_article,FACT
"keeping iqaluit beer, wine store open is important for harm reduction, says nunavut's top doctor",news_article,FACT
strict new mandatory quarantine rules in effect for returning canadians,news_article,FACT
demand skyrockets at island charity because of covid-19,news_article,FACT
tech issues temporarily halt applications for alberta covid-19 emergency isolation funding,news_article,FACT
'like superheros': northern quebec grocery store a vital service for residents,news_article,FACT
'like superheros': northern quebec grocery store a vital service for residents,news_article,FACT
tech issues temporarily halt applications for alberta covid-19 emergency isolation funding,news_article,FACT
university of calgary offers students choice when it comes to final grades during pandemic,news_article,FACT
calls grow to delay all spring lobster fishing in eastern canada,news_article,FACT
wife of oc transpo driver speaks out about infection fears,news_article,FACT
down with the causeway? cape breton says not yet,news_article,FACT
n.l. family of 3 — with 1 on the way — stuck in peru by covid-19,news_article,FACT
"veterinary care deemed essential service in n.s., funeral homes seek same designation",news_article,FACT
"detroit-area hospital system 'almost at capacity,' says michigan governor",news_article,FACT
"'we don't have the luxury of space': difficult circumstances for taxi drivers, as calls disappear",news_article,FACT
"'we don't have the luxury of space': difficult circumstances for taxi drivers, as calls disappear",news_article,FACT
spring break is ending for k-to-12 students in b.c. now what?,news_article,FACT
the conservative leadership race keeps on rolling — and mackay is still in the driver's seat,news_article,FACT
experts alarmed as recipes for homemade hand sanitizer proliferate online,news_article,FACT
quarantine diaries: life in the time of covid-19,news_article,FACT
canada to cut number of troops in ukraine due to covid-19,news_article,FACT
"ontario allows alcohol delivery, takeout with food orders in light of covid-19",news_article,FACT
"veterinary care deemed essential service in n.s., funeral homes seek same designation",news_article,FACT
"what you need to know about covid-19 in ottawa on wednesday, march 25",news_article,FACT
"ontario's covid-19 death total jumps to 13, with 100 new cases confirmed",news_article,FACT
"u.s. believes robert levinson, ex-fbi agent who vanished in iran, has died",news_article,FACT
early childhood educators told to reopen for kids of essential workers or risk losing payment,news_article,FACT
b.c. to expand 211 service to match seniors with services during covid-19 pandemic,news_article,FACT
experts alarmed as recipes for homemade hand sanitizer proliferate online,news_article,FACT
'it's like wartime:' family forced to live apart due to covid-19,news_article,FACT
"'we don't have the luxury of space': difficult circumstances for taxi drivers, as calls disappear",news_article,FACT
experts alarmed as recipes for homemade hand sanitizer proliferate online,news_article,FACT
"'i feel like i can't do a thing:' self-employed, freelance winnipeggers hurting as jobs cancelled",news_article,FACT
why emergency departments look empty amid covid-19 outbreak,news_article,FACT
no confirmed cases of covid-19 in thunder bay as of march 24: tbdhu,news_article,FACT
centre culturel franco-manitobain pulls plug on temporary homeless shelter during covid-19 pandemic,news_article,FACT
timiskaming health unit reports 1st covid-19 case in that district,news_article,FACT
hamilton pandemic-etiquette: how should you behave when you have to go out?,news_article,FACT
meals on wheels sees 'huge drop' in volunteers during covid-19 outbreak,news_article,FACT
how quebec grocery stores are keeping people fed and safe in the era of covid-19,news_article,FACT
parliament passes ottawa's $107 billion covid-19 aid package,news_article,FACT
flu-like cases spike on stranded cruise ship carrying 247 canadian passengers,news_article,FACT
how to safely shop for groceries in a global pandemic,news_article,FACT
"how the n.w.t.'s travel ban impacts a community of 8 people, just below its border",news_article,FACT
'starting to panic': landlords fear they won't be helped if tenants don't pay rent amid covid-19,news_article,FACT
why emergency departments look empty amid covid-19 outbreak,news_article,FACT
hamilton pandemic-etiquette: how should you behave when you have to go out?,news_article,FACT
meals on wheels sees 'huge drop' in volunteers during covid-19 outbreak,news_article,FACT
how quebec grocery stores are keeping people fed and safe in the era of covid-19,news_article,FACT
trudeau warns of covid-19 text scam exploiting new emergency benefit program,news_article,FACT
how to talk to family and friends who ignore social distancing appeals,news_article,FACT
'we can't talk to him': father's covid-19 infection puts b.c. family in separate quarantine,news_article,FACT
new relief fund for p.e.i. musicians affected by covid-19,news_article,FACT
how to talk to family and friends who ignore social distancing appeals,news_article,FACT
'go home and stay home.' but also exercise. how do we do that?,news_article,FACT
'it's scary': canadians trapped abroad worry about making it home during pandemic,news_article,FACT
ebola drug offers hope in frantic search for effective covid-19 treatment,news_article,FACT
non-essential diagnostic testing to be postponed as part of manitoba's covid-19 response,news_article,FACT
mers coronavirus,news_article,FACT
"watch cbc ottawa's local daily for wednesday, march 25",news_article,FACT
at least 25 dead in attack on sikh worshippers in afghanistan,news_article,FACT
55 workers at care homes infected as number of covid-19 cases in b.c. rises to 659,news_article,FACT
"b.c. 'not on same trajectory as italy,' says top doctor as cases climb to 617",news_article,FACT
'we did it right:' covid-19 scare at oilsands work camp tests businesses' plans,news_article,FACT
